,OTU_name,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_3267,OTU_3267,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,NA,NA
OTU_3268,OTU_3268,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_3269,OTU_3269,Bacteria,Thermodesulfobacteriota,NA,NA,NA,NA,NA
OTU_3270,OTU_3270,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
OTU_3272,OTU_3272,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,NA
OTU_3273,OTU_3273,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,NA
OTU_3274,OTU_3274,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_3281,OTU_3281,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Schlesneriaceae,Schlesneria,NA
OTU_3282,OTU_3282,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
OTU_3283,OTU_3283,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_3284,OTU_3284,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,NA
OTU_3285,OTU_3285,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
OTU_3287,OTU_3287,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_3289,OTU_3289,Bacteria,Chloroflexota,Ktedonobacteria,C0119,NA,NA,NA
OTU_3290,OTU_3290,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
OTU_3294,OTU_3294,Bacteria,Pseudomonadota,Alphaproteobacteria,Azospirillales,Azospirillaceae,NA,NA
OTU_3296,OTU_3296,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,NA,NA
OTU_3299,OTU_3299,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
OTU_3300,OTU_3300,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_3301,OTU_3301,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,NA,NA,NA
OTU_3302,OTU_3302,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,NA
OTU_3303,OTU_3303,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_3304,OTU_3304,Bacteria,RCP2-54,NA,NA,NA,NA,NA
OTU_3305,OTU_3305,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_3307,OTU_3307,Bacteria,WS2,NA,NA,NA,NA,NA
OTU_3308,OTU_3308,Bacteria,Acidobacteriota,Subgroup 25,NA,NA,NA,NA
OTU_3310,OTU_3310,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,NA
OTU_3312,OTU_3312,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
OTU_3313,OTU_3313,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3316,OTU_3316,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,NA,NA
OTU_3319,OTU_3319,Bacteria,Chloroflexota,Dehalococcoidia,S085,NA,NA,NA
OTU_3324,OTU_3324,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
OTU_3326,OTU_3326,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Panacibacter,NA
OTU_3328,OTU_3328,Bacteria,Chloroflexota,AD3,NA,NA,NA,NA
OTU_3331,OTU_3331,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_3332,OTU_3332,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
OTU_3333,OTU_3333,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_3335,OTU_3335,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3336,OTU_3336,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
OTU_3337,OTU_3337,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
OTU_3338,OTU_3338,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mesorhizobium,NA
OTU_3340,OTU_3340,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3343,OTU_3343,Bacteria,Actinomycetota,Actinobacteria,Kitasatosporales,Streptomycetaceae,Streptomyces,NA
OTU_3348,OTU_3348,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3352,OTU_3352,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,Arenimicrobium,NA
OTU_3355,OTU_3355,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
OTU_3357,OTU_3357,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomataceae,Spirosoma,NA
OTU_3360,OTU_3360,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_3362,OTU_3362,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3363,OTU_3363,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_3364,OTU_3364,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_3365,OTU_3365,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,A21b,NA,NA
OTU_3366,OTU_3366,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
OTU_3369,OTU_3369,Bacteria,Pseudomonadota,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,NA
OTU_3370,OTU_3370,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,NA
OTU_3371,OTU_3371,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_3372,OTU_3372,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,NA
OTU_3376,OTU_3376,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3377,OTU_3377,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_3380,OTU_3380,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
OTU_3381,OTU_3381,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_3382,OTU_3382,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,UTBCD1,NA
OTU_3385,OTU_3385,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
OTU_3386,OTU_3386,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3388,OTU_3388,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3389,OTU_3389,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,Iamiaceae,Aquihabitans,NA
OTU_3392,OTU_3392,Bacteria,Actinomycetota,Actinobacteria,Frankiales,NA,NA,NA
OTU_3393,OTU_3393,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3396,OTU_3396,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_3400,OTU_3400,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,NA,NA,NA
OTU_3401,OTU_3401,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA
OTU_3402,OTU_3402,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
OTU_3406,OTU_3406,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,NA
OTU_3411,OTU_3411,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
OTU_3415,OTU_3415,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3418,OTU_3418,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3420,OTU_3420,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
OTU_3422,OTU_3422,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,NA
OTU_3423,OTU_3423,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
OTU_3424,OTU_3424,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3425,OTU_3425,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
OTU_3426,OTU_3426,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia,NA
OTU_3428,OTU_3428,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU_3429,OTU_3429,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_3430,OTU_3430,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_3433,OTU_3433,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_3434,OTU_3434,Bacteria,Actinomycetota,MB-A2-108,NA,NA,NA,NA
OTU_3436,OTU_3436,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_3439,OTU_3439,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Psychroglaciecola,NA
OTU_3442,OTU_3442,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,SWB02,NA
OTU_3443,OTU_3443,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_3444,OTU_3444,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_3445,OTU_3445,Bacteria,Actinomycetota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,NA
OTU_3447,OTU_3447,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_3448,OTU_3448,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_3449,OTU_3449,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
OTU_3454,OTU_3454,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3458,OTU_3458,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea,NA
OTU_3461,OTU_3461,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3462,OTU_3462,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiales Incertae Sedis,Nordella,NA
OTU_3463,OTU_3463,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
OTU_3464,OTU_3464,Bacteria,Myxococcota,Polyangiia,Polyangiales,Polyangiaceae,Sorangium,NA
OTU_3466,OTU_3466,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,AKYG1722,NA,NA
OTU_3470,OTU_3470,Bacteria,Myxococcota,Polyangiia,Polyangiales,BIrii41,NA,NA
OTU_3471,OTU_3471,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,NA
OTU_3476,OTU_3476,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,A4b,NA,NA
OTU_3477,OTU_3477,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,iriomotensis
OTU_3478,OTU_3478,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Rhodoplanes,NA
OTU_3481,OTU_3481,Bacteria,Acidobacteriota,Subgroup 5,NA,NA,NA,NA
OTU_3487,OTU_3487,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3488,OTU_3488,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA
OTU_3491,OTU_3491,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU_3492,OTU_3492,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_3493,OTU_3493,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Afipia,NA
OTU_3495,OTU_3495,Bacteria,Myxococcota,Polyangiia,Nannocystales,Nannocystaceae,Nannocystis,NA
OTU_3497,OTU_3497,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,NA
OTU_3499,OTU_3499,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_3503,OTU_3503,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
OTU_3504,OTU_3504,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,NA,NA
OTU_3508,OTU_3508,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,NA
OTU_3511,OTU_3511,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU_3512,OTU_3512,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU_3513,OTU_3513,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,NA,NA
OTU_3514,OTU_3514,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_3516,OTU_3516,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3518,OTU_3518,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,NA
OTU_3521,OTU_3521,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Labraceae,Labrys,NA
OTU_3522,OTU_3522,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_3524,OTU_3524,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_3525,OTU_3525,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_3526,OTU_3526,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
OTU_3527,OTU_3527,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,NA,NA
OTU_3528,OTU_3528,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_3529,OTU_3529,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3533,OTU_3533,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,NA,NA
OTU_3536,OTU_3536,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,NA,NA
OTU_3537,OTU_3537,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
OTU_3538,OTU_3538,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_3541,OTU_3541,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
OTU_3542,OTU_3542,Bacteria,Actinomycetota,Acidimicrobiia,Microtrichales,NA,NA,NA
OTU_3543,OTU_3543,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
OTU_3544,OTU_3544,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
OTU_3545,OTU_3545,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI 0001001-H03,NA
OTU_3554,OTU_3554,Bacteria,WS2,NA,NA,NA,NA,NA
OTU_3556,OTU_3556,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,NA,NA
OTU_3559,OTU_3559,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,Elsteraceae,NA,NA
OTU_3560,OTU_3560,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,NA
OTU_3564,OTU_3564,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,NA,NA
OTU_3565,OTU_3565,Bacteria,Cyanobacteriota,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,NA
OTU_3574,OTU_3574,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
OTU_3579,OTU_3579,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
OTU_3580,OTU_3580,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
OTU_3582,OTU_3582,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3584,OTU_3584,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
OTU_3585,OTU_3585,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3586,OTU_3586,Bacteria,Actinomycetota,Actinobacteria,Mycobacteriales,Nocardiaceae,Rhodococcus,erythropolis
OTU_3590,OTU_3590,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3591,OTU_3591,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Mesorhizobium,NA
OTU_3593,OTU_3593,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
OTU_3599,OTU_3599,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_3600,OTU_3600,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU_3601,OTU_3601,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,NA
OTU_3602,OTU_3602,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_3606,OTU_3606,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_3607,OTU_3607,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
OTU_3608,OTU_3608,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Acidiferrimicrobium,NA
OTU_3610,OTU_3610,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3611,OTU_3611,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Opitutus,NA
OTU_3612,OTU_3612,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_3613,OTU_3613,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_3616,OTU_3616,Bacteria,Myxococcota,Polyangiia,Haliangiales,Haliangiaceae,NA,NA
OTU_3618,OTU_3618,Bacteria,Myxococcota,Polyangiia,Polyangiales,Sandaracinaceae,NA,NA
OTU_3619,OTU_3619,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_3620,OTU_3620,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,WWH38,NA,NA
OTU_3621,OTU_3621,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,SC-I-84,NA,NA
OTU_3622,OTU_3622,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3623,OTU_3623,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
OTU_3624,OTU_3624,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
OTU_3625,OTU_3625,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,NA
OTU_3626,OTU_3626,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,NA
OTU_3627,OTU_3627,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_3628,OTU_3628,Bacteria,Actinomycetota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,NA
OTU_3634,OTU_3634,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,NA,NA
OTU_3636,OTU_3636,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Opitutales,Opitutaceae,Oleiharenicola,NA
OTU_3640,OTU_3640,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
OTU_3641,OTU_3641,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
OTU_3643,OTU_3643,Bacteria,Pseudomonadota,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
OTU_3650,OTU_3650,Bacteria,Chloroflexota,Chloroflexia,Kallotenuales,AKIW781,NA,NA
OTU_3651,OTU_3651,Bacteria,Actinomycetota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,agilis
OTU_3656,OTU_3656,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
OTU_3660,OTU_3660,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,NA,NA,NA
OTU_3662,OTU_3662,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Flindersiella,NA
OTU_3663,OTU_3663,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
OTU_3666,OTU_3666,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_3667,OTU_3667,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_3669,OTU_3669,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_3670,OTU_3670,Bacteria,Gemmatimonadota,Gemmatimonadia,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
OTU_3673,OTU_3673,Bacteria,Actinomycetota,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,NA
OTU_3674,OTU_3674,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
OTU_3675,OTU_3675,Bacteria,Actinomycetota,Thermoleophilia,NA,NA,NA,NA
OTU_3678,OTU_3678,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
OTU_3679,OTU_3679,Bacteria,Actinomycetota,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
OTU_3680,OTU_3680,Bacteria,Actinomycetota,Actinobacteria,Micromonosporales,Micromonosporaceae,Allocatelliglobosispora,NA
OTU_3681,OTU_3681,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,NA,NA,NA
OTU_3682,OTU_3682,Bacteria,Actinomycetota,Actinobacteria,NA,NA,NA,NA
OTU_3685,OTU_3685,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,KF-JG30-B3,NA,NA
OTU_3687,OTU_3687,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
OTU_3688,OTU_3688,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
OTU_3691,OTU_3691,Bacteria,Myxococcota,Polyangiia,Polyangiales,Phaselicystaceae,Phaselicystis,NA
OTU_3692,OTU_3692,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,TRA3-20,NA,NA
OTU_3696,OTU_3696,Bacteria,Actinomycetota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
OTU_3698,OTU_3698,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,URHD0088,NA,NA
OTU_3700,OTU_3700,Bacteria,Chloroflexota,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,NA,NA
OTU_3702,OTU_3702,Bacteria,Actinomycetota,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea,NA
OTU_3703,OTU_3703,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3705,OTU_3705,Bacteria,Chloroflexota,TK10,NA,NA,NA,NA
OTU_3708,OTU_3708,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,NA,NA
OTU_3711,OTU_3711,Bacteria,Verrucomicrobiota,Verrucomicrobiia,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,NA
OTU_3713,OTU_3713,Bacteria,Acidobacteriota,Blastocatellia,??.24,NA,NA,NA
OTU_3716,OTU_3716,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,NA
OTU_3717,OTU_3717,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,NA,NA
OTU_3719,OTU_3719,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
OTU_3723,OTU_3723,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
